name_local,rating,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Mercado de San Juan,5,Muy bueno! Todo lo que no imaginas ahÃ­ lo encontraras... No econÃ³mico en absoluto pero un gustillo lo merece.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,Siempre hay algo nuevo. Me encanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,4,EncontrÃ© la carne de oso Panda que tanto andaba buscando....y a un increÃ­ble precio!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,4,Hay muchas cosas habituales de mercado, pero hay un local de antojitos (gorditas) que estÃ¡ muy bueno y limpio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,Bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,Variedad de productos, todos los locatarios son muy amables, si no conocÃ©is algo te explican a detalle, los mariscos son muy frescos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,Hay variedad de productos de muy buena calidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,3,Mercado san juan arcos de belen ubicado en el barrio de san juan, se dice que en un principio en esta zona se vendÃ­an esclavos. es un mercado ya antiguo creo que una renovada no le caerÃ­a mal dentro de el puedes encontrar todo tipo de comestibles, frutas verduras y productos animales. Asi como varios puestos donde podrÃ¡s disfrutar un buen desayuno y comida desde jugos, licuados, aguas de sabor, hasta unas ricas tortas, cemitas, chilaquiles y mucho mas.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,3,Buena comida, buena atenciÃ³n mucha variedad de platillos, quizÃ¡s un poco apretado y la calle de LÃ³pez muy desaseada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,4,Quieres un lugar que te ofrezca tooooodonoara cocinar de buen calidad y fresco. AhÃ­ es !!!  Te atienden muy bien y hay de todo insectos, fruta, lo que quieras as..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,Exelente mercado hay que apoyar a la economia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,4,De todo y para todos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,Exelente producto y variedad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,Encuentras de todo , plantas , comida , vegetales , frutas, cÃ¡rnicos ,especias etc etc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,4,Tipico mercado de la ciudad de Mexico. Te encuentras de todo, vale la pena darse la vuelta.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,Me encanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,Se come riquÃ­simo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,Comida que cumple con las 3 Bs. ClÃ¡sicos son sus tacos Ã¡rabes. Pero una costilla asada con sus frijolitos de la olla no serÃ¡ para nada decepcionante.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,El mercadito peruano la mejor comida peruana y un servicio sÃºper bueno :3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,4,Excelente calidad de insumos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,4,Antes como antes y hoy no estÃ¡ bien surtido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,Super increÃ­ble lugar.  Comida la que quieran riquÃ­simo.  O te llevas para preparar en verdad super increÃ­ble experiencia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,4,Es muy increÃ­ble el lugar los locales todo es genial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,4,Excelente atenciÃ³n de los demostradores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,Hay gran variedad de productos para la canasta bÃ¡sica y a muy buenos precios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,Excelente lugar para comer, encuentras de todo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,4,Venden productos gourmet y baguettes muy buenos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,El cafe de especialidad FERCAL esta buenisimo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,4,No hay estacionamiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,"El mejor lugar para adquirir artesanias bellÃ­simas de MÃ©xico!
Visitenlo!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,Me gusto que tienen comidas exÃ³ticas y la amabilidad y el colorido del mercado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,Buen surtido en marcas y precios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercado de San Juan,5,El mejor de toda la CDMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,La mejor pancita que eh probado â˜ºï¸ðŸ˜ðŸ˜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Exelente y muy sabroso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Muy buena opciÃ³n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Exelente pancita se los recomiendo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Deliciosa, muy buena atenciÃ³n...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Deliciosa pancita ðŸ˜‹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Muy bastos para servir, rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Buena panza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Muy sabrosa.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Muy buena en verdad la atenciÃ³n es excelente visite la por favor cuenta con baÃ±o y estacionamiento ,no estÃ¡ Serca el estacionamiento pero es seguro y barato apresar de estar en el centro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Buen servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Siempre deliciosa ðŸ˜‹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Porque el lugar donde se disfruta una exelente pancita..huuuumm!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,RiquÃ­sima Pancita, trato muy amable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Son muy ricos los alimentos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Si me gustÃ³ tengo muchos aÃ±os llendo a ese lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Excelente pancita, muy rica, la atenciÃ³n es muy buena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,AhÃ­ se sirve una de las mejores pancita de la regiÃ³n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Si La Cocieran Un Poquito MÃ¡s EstarÃ­a De Peluche Yo Creo Con 30 Minutos MÃ¡s Porque De Sabor EstÃ¡ En Su Punto Esta Muy Sabrosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Me encanta la pancita... Solo les falta der un poco mÃ¡s atentos a los que atienden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Excelente atencion, la Pancita muy deliciosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Muy buena atenciÃ³n y la comida muy rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Rich anita's belly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Excelente sabor del plato grande, los condimentos a la orden, y muy ricos los churros. Se acaba temprano.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Exquisita y excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Un lugar tan aÃ±ejo con mucha tradiciÃ³n y sobre todo sabor, enclavado en el buen tono este lugar ofrece una de las mÃ¡s deliciosas pancitas de res que he probado a lo largo y ancho del paÃ­s, sencillo y pequeÃ±o pero grande en sabor!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,If you like menudo then this is the place to go.  Awesome all around.  The small bowl is the right size and the coffee is great.  Well worth coming here.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,RiquÃ­simo lugar para descansar. Muy reconfortante el agua caliente. Buen servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Siempre a sido exquisita solo hoy le faltÃ³ un poco de cocciÃ³n  algunos  pedazos estaban un poco duros. La atenciÃ³n muy buena..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Limpieza, buen trato, rapidez y una excelente pancita para cualquier dÃ­a de la semana.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,De lo mejor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Tiene una excelente pancita la recomiendo ampliamente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Hay buena pancita o menudo, mÃ¡s de 40 aÃ±os de tradiciÃ³n, sin embargo les falta hacer las tortillas a mano; todo lo demÃ¡s estÃ¡ excelente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Muy sabrosa la pancitaðŸ˜‹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,3,Ya no es la misma de hace aÃ±os.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Excelente atenciÃ³n bien servido muy buen sabor en general todo muy bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,tiene mucho sabor la comida, y el lugar muy limpio, se los recomiendo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,el sabor muy bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Muy rico pero ya muy caro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,La mejor pancita del mundo. No es broma.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Todo excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Una de las mejores de MÃ©xico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Muy rica !!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Deliciosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,RiquÃ­sima ..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Delicioso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Sabor :bueno, solo cambiaria las tortillas que todas se deshacen por unas echas a mano.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Estaba mejor cuando la preparaba anita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Muy rica y muy buena atencion y un cafe muy rico visitenla no se van arrepentir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Deliciosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Exquisita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Esquisita pancita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,RiquÃ­sima la pancita un sitio sÃºper tradicional, excelente atenciÃ³n !!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,3,La pancita muy buena el Ãºnico problema es que estÃ¡ muy reducido Ã©l lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Por quÃ© es de lisiosa estÃ¡ pansita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Mi lugar favorito del mundo para comer pancita! He recorrido varios y para mi este es el mejor!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,RiquÃ­sima!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,La mejor del Primer cuadro...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Es muy rica la pancita la atenciÃ³n hay armonÃ­a entre el personal recomendable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Delicioso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Tradicional y muy rico, ademÃ¡s del buen servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,EXCELENTE LUGAR LIMPIEZA CALIDAD ATENCIÃ“N Y SOBRE TODO RIQUÃSIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,muy sabrosa buena atencion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Todo muy sabroso.. el dueÃ±o muy amable... Bendiciones a este lugar.. ..yo tambiÃ©n fui comerciante...y da gusto regresar.. por el sabor y atenciÃ³n que tienen en este lugar..!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Muy buen sabor y porciones muy buenas!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Delicioso todos los alimentos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Muy rica la pancita se los recomiendo, solo que lleguen antes de las 12:00 por que termina pronto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,RiquÃ­simo solo asi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Estoy ahorita comiÃ©ndome una pancita surtida...Muy rica!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Muy rico y buena atenciÃ³n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Riquisima pancita. La mejor que he probado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Muy rica pancita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Un exelente servicio,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Tradicional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,En este lugar Ãºnicamente tienen  pancita la cual es muy sabrosa se las recomiendo si tienen oportunidad pruebenla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,De 10, Ãºnica y autentica su inigualable sabor casero.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,La mejor pancita de MÃ©xico solo le falta las tortillas hechas a mano como es algo mexicano pero buenÃ­sima recomendable al 100 %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Hasta ahora es la mejor pancita que he probado en la Ciudad y atenciÃ³n es buena!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Excelente opciÃ³n para desayunar algo tÃ­pico mexicano de gran sabor y calidad. Servicio modesto pero con calidad humana. Da gusto saber que la tradiciÃ³n sigue.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,2,La verdad hoy no estuvo como sus mejores dÃ­as!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Ir antes de mediodÃ­a ya que se acaba pronto!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,"Very simple but amazing place.
You can just order pancita (tripes in broth) in a medium or large bowl. They do just one thing but they do it spectacularly well.
And from the looks it seems a place with great tradition and success.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Deliciosa, muy recomendable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Muy buena la panza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,El sabor es genial, muy recomendable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Buen lugar para comer pancita!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Me encantÃ³ la pancita .muy rica.ðŸ˜‹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Buena atenciÃ³n, precios mÃ³dicos, muchos aÃ±os de experiencia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Rica y deliciosa pancita tradicional, el plato chico en 88, y con eso tengo, pero para los que comen mÃ¡s hay uno mÃ¡s grande, hambiente familiar y tradicional, no moderno, toma en cuenta que venden un plato tipico mexicano, pero el sabor es sensacional, es chico asÃ­ que se llena rÃ¡pido, puedes hacer fila como mucha gente, pero ya no recomiendo ir despÃºes de las 11:30 porque seguro ya no alcanzaras . . . .,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,3,Si tienes antojo de una pancita, Ã©ste lugar es para ti. Buen servicio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Muy rica y sabrosa buen servicio  excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Menudo muy rico caro pero vale la pena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,La mejor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Excelente pancita de las mejores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Un cafÃ© con churros y la pancita estuvo delicioso ðŸ˜Ž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,De mis lugares favoritos la pancita esta exquisita y hacen cafÃ© de olla!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Muy buen servicio!!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,3,Ya no hay tortillas del comal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,3,Sabroso buen servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Para la cruda o para empezar la semana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,4,Rico el desayuno, y en domingo te ofrecen cabeza de res y borrego relleno, este cocinado a el horno con verdura, riquÃ­simo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Es la segunda vez que vamos, somos de Chihuahua y en nuestra tierra comemos el menudo con pan blanco (bolillo) le preguntamos al dueÃ±o donde podiamos comprar y nos dijo que ellos nos lo llevaban. La mesera que nos atendiÃ³ lindisima y amable. Y el menudo excelente, yo si vuelvo!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Se come deliciosa Pacita, churros y cafÃ© riquisomo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,"Muy rica la verdad la pancita
el servicio bueno",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,3,Rica y limpio el lugar!!ðŸ‘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,La pancita es riquÃ­sima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Me encanta la panzita, recomendable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Muy buena mÃ¡s con un taco de chicharrÃ³n y tortilla hecha a mano de lo mejor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Rica la pancita, a precio asequible servido por personal amable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Muy buena pancita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Para mÃ­ la mejor pansita que e probado muy rica tortillas hechas a mano y la atenciÃ³n es excelente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rica Pancita Anita,5,Excelente sabor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Son perfectas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,4,No sÃ© el sabor ni la atenciÃ³n," ya que no entrÃ© estaba esperando a una persona. pero tiene fama de la buena birria.
Se ve que va mucha gente.
Medidas de seguridad sanitaria son buenas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Excelente GYM.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Todo es delicioso en este lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,4,Calidad y limpieza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Super rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Excelente!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Muy rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Deliciosa, excelente atenciÃ³n, buena higiene, personal amable, tacos bien servidos. Todos deberÃ­an conocerla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,De las mejores birrias de la zona, si no es que la mejor..., Buena atenciÃ³n. Precios accesibles, al platito no se le ve fin jejeje, bien servido.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Muy rica la birria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Deliciosa y a muy buen precio, buenÃ­sima para la cruda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Unos de los mejores tacos de la ciudad, 10 de 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,MÃ¡s de 30aÃ±os una buena recomendacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Muy ricas las flautas!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Super deliciosa la birria ,tacos dorados ,tacos suaves el consomÃ© excelente, limpio buena atenciÃ³n sÃºper recomendable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Excelente birria y servicio al 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Excelente servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,En la CDMX es de las birrias mÃ¡s ricas, tiene un sabor exquisito y las flautas son un complemento delicioso,  100% recomendable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Calidad excente muy limpio muy fresco pero muy mala atenciÃ³n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Buen servicio, calidad/precio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Se come delicioso no hay otra birria mejor por el rumbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,4,Muy rico porciones pequeÃ±as .el precio bien .podrÃ­a estar mejor en sus porciones.es carne de res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Muy rica, el servicio siempre es muy bueno, precio accesible, ampliamente recomendable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,3,Ni bueno ni malo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,4,Por que te atienden bien y es muy rica la comida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Muy rico. Pero deberian servir en plato hondo no de sopa...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,4,Buen lugar, muy limpio, la birria de buen sabor pero un poco cara.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Personalmente la mejor birria que he probado, llevamos yendo muchos aÃ±os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,En esta cuarentena lo ideal es llevar tus recipientes, te sirven abundantemente, servicio excelente y rÃ¡pida, lo recomiendo ampliamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Esta deliciosa, he ido durante muchos aÃ±os. Excelente calidad y servicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Ricos los tacos, buen lugar para comer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Delicioso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,4,Ricaa las flautas y el consome bastante recomendable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birria 3 Estrellas,5,Excelente!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
